County,Sub_County,Zone,School,No_of_Devices,FID
KITUI   COUNTY,MWINGI EAST SUB COUNTY,NUU,KALESI,47,6714
KITUI   COUNTY,MUTOMO  SUB-COUNTY,MUTOMO,KISAYANI,21,6715
KITUI   COUNTY,KYUSO,KANDWIA,NGAAIE,34,6716
KITUI   COUNTY,MIGWANI,MIGWANI,KAMUTISYA,51,6717
KITUI   COUNTY,MWINGI EAST,MUI,NGILUNI,32,6718
KITUI   COUNTY,MWINGI EAST SUB COUNTY,NUU,NZANZU,22,6719
KITUI   COUNTY,MUTOMO  SUB-COUNTY,MUTOMO,KASYELIA,28,6720
KITUI   COUNTY,KYUSO,MIVUKONI,TWIMYUA,16,6721
KITUI   COUNTY,MIGWANI,MIGWANI,MIGWANI D.E.B,33,6722
KITUI   COUNTY,MWINGI EAST,MUI,KALIKONI,25,6723
KITUI   COUNTY,MWINGI EAST SUB COUNTY,NUU,MATULANI,30,6724
KITUI   COUNTY,MUTOMO  SUB-COUNTY,MUTOMO,KAVYUVAA,8,6725
KITUI   COUNTY,KYUSO,MIVUKONI,KILANGA,17,6726
KITUI   COUNTY,MIGWANI,MIGWANI,KAIKUNGU,28,6727
KITUI   COUNTY,MWINGI EAST,MUI,KIVULA,36,6728
KITUI   COUNTY,MWINGI EAST SUB COUNTY,NUU,NDANDINI,25,6729
KITUI   COUNTY,MUTOMO  SUB-COUNTY,MUTOMO,KANDAE,24,6730
KITUI   COUNTY,KYUSO,MIVUKONI,KANDONGU,31,6731
KITUI   COUNTY,MIGWANI,MIGWANI,KITHUNI A.I.C,14,6732
KITUI   COUNTY,MWINGI EAST,MUI,KARIAKOR,32,6733
KITUI   COUNTY,MWINGI EAST SUB COUNTY,NUU,KYANDII,24,6734
KITUI   COUNTY,MWINGI EAST,MUI,KWA - MUTILI,9,6735
KITUI   COUNTY,KYUSO,NGOMENI,MURINGANI,9,6736
KITUI   COUNTY,MIGWANI,MIGWANI,KAVILILO,18,6737
KITUI   COUNTY,MWINGI EAST,MUI,MWAMBUNI,23,6738
KITUI   COUNTY,MWINGI EAST SUB COUNTY,NUU,KAMULUYUNI,13,6739
KITUI   COUNTY,MWINGI EAST,MUI,KYUMBE,81,6740
KITUI   COUNTY,KITUI WEST,KATUTU,KYENG'E,29,6741
KITUI   COUNTY,MIGWANI,MIGWANI,KEA,42,6742
KITUI   COUNTY,MWINGI EAST,MUI,KAVOKO,14,6743
KITUI   COUNTY,TSEIKURU,MASYUNGWA,WIKITHUKI,38,6744
KITUI   COUNTY,MWINGI EAST,NUU,NUU MENTALLY HANDICAPPED SPECIAL SCHOOL,24,6745
KITUI   COUNTY,KITUI WEST,KATUTU,KIUMONI,15,6746
KITUI   COUNTY,IKUTHA,ATHI,KAMINA,23,6747
KITUI   COUNTY,MWINGI EAST,MUI,NZAMANI,15,6748
KITUI   COUNTY,TSEIKURU,MASYUNGWA,KISIUNI,28,6749
KITUI   COUNTY,MWINGI EAST,NUU,NGUUENI,5,6750
KITUI   COUNTY,KITUI WEST,MUSENGO,NGUUNI,35,6751
KITUI   COUNTY,LOWER YATTA,KANYANGI,YAMUNYU,30,6752
KITUI   COUNTY,MWINGI EAST,MUI,KAMUMBU,11,6753
KITUI   COUNTY,TSEIKURU,MUSAVANI,MUSAVANI,44,6754
KITUI   COUNTY,MWINGI EAST,NUU,NUU,12,6755
KITUI   COUNTY,LOWER YATTA,KANYANGI,HON.MUTISYA,21,6756
KITUI   COUNTY,KITUI WEST,MUSENGO,KWA MUKOO,20,6757
KITUI   COUNTY,NZAMBANI,NZAMBANI,KANZOOKO,28,6758
KITUI   COUNTY,TSEIKURU  SUB-COUNTY,TSEIKURU,MWANGENI,52,6759
KITUI   COUNTY,KITUI WEST,MUSENGO,KIUKUNI,22,6760
KITUI   COUNTY,LOWER YATTA,KANYANGI,KINYAAU,32,6761
KITUI   COUNTY,MWINGI EAST,NUU,MUTULU,28,6762
KITUI   COUNTY,KYUSO,NGOMENI,NGOMENI,40,6763
KITUI   COUNTY,MWINGI EAST SUB COUNTY,NUU,MUANGENI,57,6764
KITUI   COUNTY,MWINGI EAST,NUU,MWALILI,33,6765
KITUI   COUNTY,LOWER YATTA,KANYANGI,MUMBE,7,6766
KITUI   COUNTY,KITUI WEST,MUSENGO,KAUMONI,19,6767
KITUI   COUNTY,KYUSO,NGOMENI,MANGOMBO,35,6768
KITUI   COUNTY,TSEIKURU,TSEIKURU,NZANZENI,25,6769
KITUI   COUNTY,KITUI WEST,TULIA,KANGII,64,6770
KITUI   COUNTY,MIGWANI,NGUUTANI,MUIMI,35,6771
KITUI   COUNTY,KYUSO,NGOMENI,KATHAALANI,25,6772
KITUI   COUNTY,MWINGI EAST,NUU,KAWELU,58,6773
KITUI   COUNTY,MWINGI CENTRAL,WAITA,YUMBE,20,6774
KITUI   COUNTY,LOWER YATTA,KANYANGI,ILANI,35,6775
KITUI   COUNTY,MWINGI CENTRAL,WAITA,NDIANI,21,6776
KITUI   COUNTY,KYUSO,NGOMENI,KAMAVUI,19,6777
KITUI   COUNTY,MWINGI EAST,NUU,IVIANI,53,6778
KITUI   COUNTY,MIGWANI,NGUUTANI,NGONGONI,36,6779
KITUI   COUNTY,LOWER YATTA,KANYANGI,KATOTENI CENTRAL,15,6780
KITUI   COUNTY,MWINGI CENTRAL,WAITA,KANGUTHA,24,6781
KITUI   COUNTY,KYUSO,NGOMENI,MALATANI,19,6782
KITUI   COUNTY,MWINGI EAST,NUU,SYUMAKETHE,7,6783
KITUI   COUNTY,IKUTHA,ATHI,MUKWAKWANI,14,6784
KITUI   COUNTY,MIGWANI,NGUUTANI,KATHITA NZAU,27,6785
KITUI   COUNTY,KITUI WEST,MUSENGO,UVAANI,22,6786
KITUI   COUNTY,MUTITU,MWITIKA,KAMWIU,41,6787
KITUI   COUNTY,KYUSO,NGOMENI,KYUSYANI,23,6788
KITUI   COUNTY,MWINGI CENTRAL,WAITA,KYAAMBAA,14,6789
KITUI   COUNTY,MIGWANI,NGUUTANI,SYONGONI,34,6790
KITUI   COUNTY,IKUTHA,ATHI,MWAMBAISYUKO,30,6791
KITUI   COUNTY,MWINGI CENTRAL,WAITA,KATULUNI,34,6792
KITUI   COUNTY,MUTITU,MWITIKA,MUTHUNGUE,44,6793
KITUI   COUNTY,MUTOMO  SUB-COUNTY,IKANGA,THOME,12,6794
KITUI   COUNTY,MIGWANI,NZELUNI,NZATANI,33,6795
KITUI   COUNTY,MUTOMO  SUB-COUNTY,IKANGA,NZOUNI,17,6796
KITUI   COUNTY,MUTOMO,MUTHA,KYUASINI,74,6797
KITUI   COUNTY,MUTOMO,VOO,NDALANI,13,6798
KITUI   COUNTY,MUTOMO,VOO,NZUNGUNI,95,6799
KITUI   COUNTY,MWINGI EAST,MUI,MATHUKI,64,6800
LAIKIPIA    COUNTY,LAIKIPIA WEST,GITUAMBA/LAIKIPIA WEST,KARABA,45,6801
LAIKIPIA    COUNTY,NYAHURURU,GITUAMBA,GATIRIMA,41,6802
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NANYUKI SOUTH,IRURA,16,6803
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NANYUKI SOUTH,NJOGU-INI,29,6804
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NANYUKI SOUTH,SWEET WATERS,34,6805
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NGOBIT,BAHATI,15,6806
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NGOBIT,MATANYA,19,6807
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NGOBIT,MATHENYA,27,6808
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NGOBIT,METHA,15,6809
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NGOBIT,MOTHER THERESA,19,6810
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NGOBIT,MUTARO,13,6811
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NGOBIT,MWIHOKO,26,6812
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NGOBIT,NYAMBOGISHI,27,6813
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NGOBIT,RUTUNGURU,20,6814
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NGOBIT,SEGERA,12,6815
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NGOBIT,SUGUROI,30,6816
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,NGOBIT,WAMURA,32,6817
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,SIRMA,GITHIRA,24,6818
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,SIRMA,KARUNGU,12,6819
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,SIRMA,KIAMBIRIRIA,23,6820
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,SIRMA,KIJABE,30,6821
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,SIRMA,MUHONIA,15,6822
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,SIRMA,MWIYOGO,23,6823
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,SIRMA,NAITURUCHI,15,6824
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,SIRMA,NYAKIO,17,6825
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,SIRMA,OLTAFFETA,14,6826
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,SIRMA,RIACHO,10,6827
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,SIRMA,SIRIMA,24,6828
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,SIRMA,THIGIO,28,6829
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,TIGITHI,KABANGA,30,6830
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,TIGITHI,KIBUBUNG'I,20,6831
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,TIGITHI,KIGUMO,20,6832
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,TIGITHI,LECHUGU,20,6833
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,TIGITHI,MITERO,16,6834
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,TIGITHI,MUKURI,15,6835
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,TIGITHI,WATHITUGA,27,6836
LAIKIPIA    COUNTY,LAIKIPIA CENTRAL,TIGITHI,WERU-INI,30,6837
LAIKIPIA    COUNTY,LAIKIPIA EAST,DAIGA,KAICHAKUN,32,6838
LAIKIPIA    COUNTY,LAIKIPIA EAST,DAIGA,SIRON,30,6839
LAIKIPIA    COUNTY,LAIKIPIA EAST,DAIGA,TANGI NYEUSI,16,6840
LAIKIPIA    COUNTY,LAIKIPIA EAST,DAIGA,TETU,19,6841
LAIKIPIA    COUNTY,LAIKIPIA EAST,NANYUKI NORTH 1,MITHURI,32,6842
LAIKIPIA    COUNTY,LAIKIPIA EAST,NANYUKI NORTH 1,MUKIMA,22,6843
LAIKIPIA    COUNTY,LAIKIPIA EAST,NANYUKI NORTH 1,NKANDO,22,6844
LAIKIPIA    COUNTY,LAIKIPIA NORTH,MUKOGONDO E.,ENAIKISHOMI,22,6845
LAIKIPIA    COUNTY,LAIKIPIA NORTH,MUKOGONDO E.,NYAHURURU,30,6846
LAIKIPIA    COUNTY,LAIKIPIA NORTH,MUKOGONDO E.,OL-MAISOR,31,6847
LAIKIPIA    COUNTY,LAIKIPIA NORTH,MUKOGONDO W.,KIHEO D.E.B,23,6848
LAIKIPIA    COUNTY,LAIKIPIA NORTH,MUKOGONDO W.,NAIBOROM,30,6849
LAIKIPIA    COUNTY,LAIKIPIA NORTH,MUKOGONDO W.,NGANOINE,31,6850
KWALE  COUNTY,KWALE                                             ,MSAMBWENI,IMELU,13,6851
KWALE  COUNTY,KWALE                                             ,MSAMBWENI,KAUNGUNI,10,6852
KWALE  COUNTY,KWALE                                             ,MSAMBWENI,MITHONGO,36,6853
KWALE  COUNTY,MSAMBWENI,KIKONENI,SHIMONI,80,6854
KWALE  COUNTY,MSAMBWENI,KIKONENI,KIKONENI,80,6855
KWALE  COUNTY,KWALE                                             ,MSAMBWENI,KALALA,27,6856
KWALE  COUNTY,KINANGO,MAZERAS,KAPHINGO,45,6857
KWALE  COUNTY,KINANGO,MAZERAS,KUMBULU,25,6858
KWALE  COUNTY,MSAMBWENI,KIKONENI,MABAFWENI,51,6859
KWALE  COUNTY,KINANGO,NDAVAYA,BUMANI,23,6860
KWALE  COUNTY,KINANGO  SUB-COUNTY,NDAVAYA,MBILINI,58,6861
KWALE  COUNTY,KINANGO,SAMBURU,NDOHIVYO S.M.C.,247,6862
KWALE  COUNTY,KWALE SUB COUNTY,SIMBA HILLS,BOYANI,44,6863
KWALE  COUNTY,MSAMBWENI,DIANI,GAZI,33,6864
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,BAHAKWENU,54,6865
KWALE  COUNTY,KINANGO  SUB-COUNTY,NDAVAYA,NGAURO,63,6866
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,CHIGUTU,96,6867
KWALE  COUNTY,KINANGO  SUB-COUNTY,NDAVAYA,MWALUVUNO,67,6868
KWALE  COUNTY,MSAMBWENI,DIANI,FIHONI,44,6869
KWALE  COUNTY,KWALE SUB COUNTY,SIMBA HILLS,MAKOBE,22,6870
KWALE  COUNTY,MSAMBWENI,KIKONENI,MARENJE,53,6871
KWALE  COUNTY,KWALE SUB COUNTY,SIMBA HILLS,MWALUVANGA,26,6872
KWALE  COUNTY,MSAMBWENI,DIANI,MWABOVO,28,6873
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,MWAROVESA,42,6874
KWALE  COUNTY,KINANGO  SUB-COUNTY,NDAVAYA,WAMASA,42,6875
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,MAKAMINI,57,6876
KWALE  COUNTY,KINANGO  SUB-COUNTY,NDAVAYA,MAENDELEO,26,6877
KWALE  COUNTY,KWALE SUB COUNTY,SIMBA HILLS,KIDONGO,14,6878
KWALE  COUNTY,MSAMBWENI,DIANI,ZIGIRA,35,6879
KWALE  COUNTY,MSAMBWENI,KIKONENI,MKWIRO,44,6880
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,BUSHO,63,6881
KWALE  COUNTY,KINANGO  SUB-COUNTY,NDAVAYA,NDAUNI,49,6882
KWALE  COUNTY,MSAMBWENI,LUNGA LUNGA,KIWEGU,110,6883
KWALE  COUNTY,KWALE SUB COUNTY,SIMBA HILLS,KIPAMBANI,16,6884
KWALE  COUNTY,MSAMBWENI,KIKONENI,TSWAKA,80,6885
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,MWEMBENI,59,6886
KWALE  COUNTY,KINANGO,NDAVAYA,GANDINI SOUTH,61,6887
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,CHANZOU,61,6888
KWALE  COUNTY,KINANGO,NDAVAYA,MKANG'OMBE,36,6889
KWALE  COUNTY,MSAMBWENI,KIKONENI,GANDA,41,6890
KWALE  COUNTY,MSAMBWENI,LUNGA LUNGA,JEGO,109,6891
KWALE  COUNTY,KWALE SUB COUNTY,TSIMBATIWI,VUGA,59,6892
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,GORA,59,6893
KWALE  COUNTY,NDAVAYA,NGOMENIWAA,MATUGA,98,6894
KWALE  COUNTY,MSAMBWENI,KIKONENI,MWAZARO,61,6895
KWALE  COUNTY,MSAMBWENI,LUNGA LUNGA,KIDOMAYA,87,6896
KWALE  COUNTY,KWALE SUB COUNTY,TSIMBATIWI,CHIRIMANI,84,6897
KWALE  COUNTY,KWALE SUB COUNTY,TSIMBATIWI,MSULWA,99,6898
KWALE  COUNTY,MSAMBWENI,LUNGA LUNGA,ST. MARKS PANGANI,64,6899
KWALE  COUNTY,MSAMBWENI,KIKONENI,MZIZIMA,36,6900
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,MTULU,51,6901
KWALE  COUNTY,NDAVAYA,NGOMENIWAA,KOMBANI,67,6902
KWALE  COUNTY,MSAMBWENI,KIKONENI,KICHAKAMKWAJU,58,6903
KWALE  COUNTY,KWALE SUB COUNTY,TSIMBATIWI,MWAMGUNGA,47,6904
KWALE  COUNTY,MSAMBWENI,LUNGA LUNGA,MIKAMENI,35,6905
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,KITUU,42,6906
KWALE  COUNTY,KWALE                                             ,MSAMBWENI,KITAMAA,19,6907
KWALE  COUNTY,MSAMBWENI,KIKONENI,KIDIMU,40,6908
KWALE  COUNTY,KWALE SUB COUNTY,TSIMBATIWI,GOLINI,50,6909
KWALE  COUNTY,NDAVAYA,NGOMENIWAA,MTEZA CENTRAL,80,6910
LAIKIPIA    COUNTY,LAIKIPIA NORTH,MUKOGONDO W.,RETETI,19,6911
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,NYARI,55,6912
KWALE  COUNTY,MSAMBWENI  SUB-COUNTY,MSAMBWENI,MILALANI,142,6913
KWALE  COUNTY,MSAMBWENI,KIKONENI,MAJORENI,71,6914
KWALE  COUNTY,KWALE SUB COUNTY,TSIMBATIWI,VITSANGALAWENI,73,6915
KWALE  COUNTY,NDAVAYA,NGOMENIWAA,MBWEKA,48,6916
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,MAGALE,53,6917
KWALE  COUNTY,MSAMBWENI  SUB-COUNTY,MSAMBWENI,MSAMBWENI,72,6918
KWALE  COUNTY,MSAMBWENI,KIKONENI,MWANGWEI,57,6919
KWALE  COUNTY,KWALE SUB COUNTY,TSIMBATIWI,MBUWANI,47,6920
KWALE  COUNTY,NDAVAYA,NGOMENIWAA,NG'OMBENI,15,6921
LAIKIPIA    COUNTY,LAIKIPIA NORTH,MUKOGONDO W.,SIEKU,18,6922
KWALE  COUNTY,KWALE                                             ,MSAMBWENI,KIKUUNI,19,6923
KWALE  COUNTY,MSAMBWENI  SUB-COUNTY,MSAMBWENI,KINGWEDE,74,6924
KWALE  COUNTY,MSAMBWENI,KIKONENI,MRIMA,64,6925
KWALE  COUNTY,KWALE SUB COUNTY,TSIMBATIWI,MABOKONI,35,6926
KWALE  COUNTY,NDAVAYA,TSIMBATIWI,CHAI,50,6927
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,NG'ONZINI NORTH,69,6928
KWALE  COUNTY,KWALE                                             ,MSAMBWENI,NZUNGUNI,25,6929
LAIKIPIA    COUNTY,LAIKIPIA NORTH,MUKOGONDO W.,ST LOUIS,34,6930
KWALE  COUNTY,KWALE                                             ,MSAMBWENI,MASOKA,26,6931
KWALE  COUNTY,MSAMBWENI  SUB-COUNTY,MSAMBWENI,MUNJE,103,6932
LAIKIPIA    COUNTY,LAIKIPIA WEST,GITUAMBA/LAIKIPIA WEST,KABAGE,16,6933
KWALE  COUNTY,MSAMBWENI,LUNGA LUNGA,MWAMOSE,130,6934
KWALE  COUNTY,KWALE SUB COUNTY,TSIMBATIWI,VUKANI,32,6935
KWALE  COUNTY,NDAVAYA,TSIMBATIWI,MUUNGANO,32,6936
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,MAIYINI,50,6937
KWALE  COUNTY,KWALE                                             ,MSAMBWENI,KISYOKA,19,6938
LAIKIPIA    COUNTY,LAIKIPIA WEST,GITUAMBA/LAIKIPIA WEST,KIRITI,28,6939
KWALE  COUNTY,MSAMBWENI  SUB-COUNTY,MSAMBWENI,RAMISI,67,6940
KWALE  COUNTY,MSAMBWENI,LUNGA LUNGA,TSUIINI,101,6941
KWALE  COUNTY,KWALE SUB COUNTY,TSIMBATIWI,MUHAKA ISLAMIC CENTER,22,6942
KWALE  COUNTY,MSAMBWENI SUB-COUNTY,DIANI,MAGUTU,102,6943
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,MWANDONI,51,6944
KWALE  COUNTY,KWALE                                             ,MSAMBWENI,KYAMUSIVI,22,6945
LAIKIPIA    COUNTY,LAIKIPIA WEST,GITUAMBA/LAIKIPIA WEST,LEMBUS,32,6946
KWALE  COUNTY,KINANGO,MAZERAS,MARIAKANI,124,6947
LAIKIPIA    COUNTY,LAIKIPIA WEST,GITUAMBA/LAIKIPIA WEST,LIMUNGA,21,6948
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,DZISUHUNI,40,6949
KWALE  COUNTY,MSAMBWENI,LUNGA LUNGA,VANGA,101,6950
KWALE  COUNTY,KWALE SUB COUNTY,TSIMBATIWI,MWACHANDE,69,6951
KWALE  COUNTY,MSAMBWENI SUB-COUNTY,DIANI,MKWAKWANI,75,6952
KWALE  COUNTY,MSAMBWENI  SUB-COUNTY,MSAMBWENI,ESHU,72,6953
KWALE  COUNTY,KINANGO,MAZERAS,MGANDINI,140,6954
LAIKIPIA    COUNTY,LAIKIPIA WEST,MARMANET,MBOMBO,33,6955
KWALE  COUNTY,KINANGO,MAZERAS,MPIRANI,97,6956
LAIKIPIA    COUNTY,LAIKIPIA WEST,MARMANET,MUNGETHO,31,6957
KWALE  COUNTY,MSAMBWENI  SUB-COUNTY,MSAMBWENI,BODO,41,6958
KWALE  COUNTY,MSAMBWENI,LUNGA LUNGA,MGOMBEZI,60,6959
KWALE  COUNTY,KWALE SUB COUNTY,TSIMBATIWI,VICHENJELENI,32,6960
KWALE  COUNTY,MSAMBWENI SUB-COUNTY,DIANI,BONGWE,67,6961
KWALE  COUNTY,KINANGO SUB COUNTY,SAMBURU,KANJAOCHA,27,6962
KWALE  COUNTY,KINANGO,MAZERAS,MWANDA,75,6963
LAIKIPIA    COUNTY,LAIKIPIA WEST,MARMANET,SURVEY,33,6964
KWALE  COUNTY,MSAMBWENI,LUNGA LUNGA,NGATHINI,82,6965
KWALE  COUNTY,MSAMBWENI SUB COUNTY,MWERENI,MAGOMBANI,39,6966
KWALE  COUNTY,MSAMBWENI SUB-COUNTY,DIANI,MWAMANGA,61,6967
KWALE  COUNTY,KWALE                                             ,TSIMBATIWI,BILASHAKA,52,6968
KWALE  COUNTY,MSAMBWENI  SUB-COUNTY,MSAMBWENI,MWAMAMBI,50,6969
KWALE  COUNTY,MSAMBWENI,LUNGA LUNGA,MWALEWA,31,6970
KWALE  COUNTY,KINANGO,MAZERAS,PEMBA,70,6971
KWALE  COUNTY,MSAMBWENI SUB COUNTY,MWERENI,MTUMWA,30,6972
LAIKIPIA    COUNTY,LAIKIPIA WEST,MUHOTETU,GATAMI,15,6973
KWALE  COUNTY,MSAMBWENI SUB-COUNTY,DIANI,SHAMU,35,6974
KWALE  COUNTY,KWALE                                             ,TSIMBATIWI,MWACHEMA,50,6975
KWALE  COUNTY,KINANGO,SAMBURU,NDOHIVYO,174,6976
LAIKIPIA    COUNTY,LAIKIPIA WEST,MUHOTETU,MAJANI,20,6977
KWALE  COUNTY,MSAMBWENI  SUB-COUNTY,MSAMBWENI,DUNCAN NDEGWA,51,6978
KWALE  COUNTY,MSAMBWENI,MSAMBWENI,MTEZA SOUTH,83,6979
KWALE  COUNTY,MSAMBWENI SUB COUNTY,MWERENI,KALALANI,55,6980
KWALE  COUNTY,KINANGO,SAMBURU,SAMBURU,118,6981
LAIKIPIA    COUNTY,LAIKIPIA WEST,MUTARA/LAIKIPIA WEST,KARIA-INI,25,6982
KWALE  COUNTY,MSAMBWENI SUB-COUNTY,DIANI,KINONDO,51,6983
KWALE  COUNTY,KWALE                                             ,TSIMBATIWI,MWADINDA,57,6984
KWALE  COUNTY,MSAMBWENI  SUB-COUNTY,MWERENI,MENZAMWENYE,160,6985
KWALE  COUNTY,MSAMBWENI,MSAMBWENI,KIRANZE,28,6986
KWALE  COUNTY,MSAMBWENI SUB COUNTY,MWERENI,CHIDZIWENI,26,6987
KWALE  COUNTY,MSAMBWENI  SUB-COUNTY,MWERENI,MWANGULU,114,6988
KWALE  COUNTY,KINANGO,SAMBURU,JULANI,40,6989
LAIKIPIA    COUNTY,LAIKIPIA WEST,MUTARA/LAIKIPIA WEST,KIAHITI,12,6990
KWALE  COUNTY,MSAMBWENI,MWERENI,MALEDI,92,6991
KWALE  COUNTY,KWALE                                             ,TSIMBATIWI,KIRUDI,44,6992
KWALE  COUNTY,MSAMBWENI SUB-COUNTY,DIANI,MKWAMBANI,27,6993
KWALE  COUNTY,MSAMBWENI SUB COUNTY,MWERENI,MITUNGUNI,25,6994
KWALE  COUNTY,KINANGO,SAMBURU,MWANGOLOTO,64,6995
KWALE  COUNTY,MSAMBWENI  SUB-COUNTY,MWERENI,MWAMTSEFU,75,6996
LAIKIPIA    COUNTY,LAIKIPIA WEST,MUTARA/LAIKIPIA WEST,NKILORITI,11,6997
KWALE  COUNTY,MSAMBWENI,MWERENI,BIDINIMOLE,57,6998
KWALE  COUNTY,KWALE                                             ,TSIMBATIWI,MWALIGULU,46,6999
KWALE  COUNTY,MSAMBWENI SUB-COUNTY,DIANI,MUHAKA,30,7000
NANDI COUNTY,NANDI NORTH,KURGUNG,ST. BENEDICT-KAPTICH,10,11001
NAROK  COUNTY,NAROK SOUTH,KOIYAKI,OLOLCHORRA,26,11002
NAROK  COUNTY,NAROK NORTH,N/ENKARE,N/ENKARE D.E.B,55,11003
NAROK  COUNTY,NAROK SOUTH,NAROOSURA,MORLOO OLE KASALE,35,11004
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,KAPKITONY,30,11005
NAROK  COUNTY,TRANS MARA EAST,EMURUA DIKIRR,CHEPKOIYET,61,11006
NAROK  COUNTY,NAROK NORTH,N/ENKARE,OLANKA,60,11007
NAROK  COUNTY,NAROK SOUTH,KOIYAKI,LEKANKA,62,11008
NANDI COUNTY,NANDI NORTH,KURGUNG,CHEPNYOGOSON,15,11009
NAROK  COUNTY,NAROK SOUTH,NAROOSURA,NGOSWUANI,47,11010
NAROK  COUNTY,NAROK NORTH,N/ENKARE,LELONGO,66,11011
NAROK  COUNTY,TRANS MARA EAST,EMURUA DIKIRR,SOIMINGIN,51,11012
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,TELDET,29,11013
NAROK  COUNTY,NAROK NORTH,N/ENKARE,ILKIRRAGARIEN,65,11014
NAROK  COUNTY,TRANS MARA WEST,SHARTUKA,NJIPISHIP,85,11015
NANDI COUNTY,NANDI NORTH,KURGUNG,KAMUNGEI,44,11016
NAROK  COUNTY,NAROK NORTH,N/ENKARE,OLOSIRO,32,11017
NAROK  COUNTY,NAROK SOUTH,KOIYAKI,EMARTI KASOE,32,11018
NAROK  COUNTY,NAROK SOUTH,MULOT,OLDANY,37,11019
NAROK  COUNTY,NAROK NORTH,N/ENKARE,NAMELOK,17,11020
NAROK  COUNTY,NAROK SOUTH ,OLOLULUNGA ZONE,Masaantere pri,79,11021
NAROK  COUNTY,NAROK NORTH,OLE SANKALE,MASIKONDE,169,11022
NANDI COUNTY,NANDI SOUTH,KEMELOI,KOIBARAK,55,11023
NAROK  COUNTY,NAROK SOUTH,MULOT,MASESE,42,11024
NAROK  COUNTY,TRANS MARA WEST,ENOOSAEN,OLOONTARE,32,11025
NAROK  COUNTY,TRANS MARA WEST,SHARTUKA,TAGITECH,65,11026
NAROK  COUNTY,NAROK NORTH,N/ENKARE,MPEUTI,3,11027
NAROK  COUNTY,NAROK SOUTH,SAGAMIAN,SAGAMIAN,93,11028
NAROK  COUNTY,TRANS MARA WEST ,LOLGORIAN ZONE,Olopikidongoe Pri,50,11029
NAROK  COUNTY,NAROK NORTH,OLE SANKALE,LENANA,111,11030
NAROK  COUNTY,TRANS MARA WEST,ENOOSAEN,SIKAWA,37,11031
NAROK  COUNTY,TRANS MARA WEST,SHARTUKA,ROMOSHA,42,11032
NANDI COUNTY,TINDERET,SONGHOR,KIPSISIIN,29,11033
